review,rating,date,bank,source
I have had an amazing experience with this app;ot os convenient and easy to use,5,2025-11-14,Dashen Bank,Google Play
"All in One Super App with smooth navigation, transaction and lifestyle services",5,2025-11-14,Dashen Bank,Google Play
Very nice App.,5,2025-11-14,Dashen Bank,Google Play
system failure transfer to others account,2,2025-11-13,Dashen Bank,Google Play
thank you,1,2025-11-13,Dashen Bank,Google Play
"Only the UI/UX is good, but it doesn't function properly. It's a shame that a leading tech bank has such an app. Amole is far better.",1,2025-11-13,Dashen Bank,Google Play
"excellent app. to use perfectlly to pay,transfer,tele airtime and so on.",5,2025-11-12,Dashen Bank,Google Play
wow dashen bank super app,5,2025-11-12,Dashen Bank,Google Play
"This so-called “Super App” is a complete disappointment. It’s confusing, slow, and full of glitches honestly, it feels like it was designed to test people’s patience, not to help them bank. Calling it “super” is a joke; it’s one of the most useless apps I’ve ever used.",1,2025-11-11,Dashen Bank,Google Play
very nice app I have ever seen,5,2025-11-10,Dashen Bank,Google Play
NASTY BANK . EVEN THE SUPPER APP IS NOT WORKING WELL. WHEN I AM CALLING THEM THEY ARE NOT RESPONSE . PLEASE DON'T USE THIS APP BECAUSE YOU WILL LOSS YOU TIME ;ENERGY AND EVERYTHING . HOPELESS Bank .,1,2025-11-10,Dashen Bank,Google Play
it's good but is not fast,5,2025-11-09,Dashen Bank,Google Play
your financial system must improved,4,2025-11-09,Dashen Bank,Google Play
your service is too good,5,2025-11-09,Dashen Bank,Google Play
good experience,5,2025-11-09,Dashen Bank,Google Play
"Amazing app, 👏",5,2025-11-07,Dashen Bank,Google Play
wooow,5,2025-11-07,Dashen Bank,Google Play
Nice app,5,2025-11-07,Dashen Bank,Google Play
"easy to use, friendly",5,2025-11-06,Dashen Bank,Google Play
"12yr more LC, UCP & ICC & loan",5,2025-11-06,Dashen Bank,Google Play
"not attractive and friendly app. Check Awash, CBE apps",1,2025-11-06,Dashen Bank,Google Play
amzing,5,2025-11-06,Dashen Bank,Google Play
"The Dashen Super App is very impressive. It is fast, easy to use, and provides smooth access to all essential banking services. Money transfer, bill payment, balance check, and other features work efficiently without issues. The design is clean and user-friendly. Great step forward in digital banking — keep up the good work, Dashen Bank!",5,2025-11-05,Dashen Bank,Google Play
betam kerfafa naw,1,2025-11-05,Dashen Bank,Google Play
exceptional,5,2025-11-05,Dashen Bank,Google Play
worst app ever,1,2025-11-05,Dashen Bank,Google Play
"Dashen, always two step ahead.",5,2025-11-05,Dashen Bank,Google Play
"Please try to fix the barrier between other banks specially with ""Commercial bank of Ethiopia""",3,2025-11-05,Dashen Bank,Google Play
i am using,5,2025-11-05,Dashen Bank,Google Play
It is a wonderful App developed by a local talent. It deserves an appreciation. It will continue to evolve with new exciting features.,5,2025-11-05,Dashen Bank,Google Play
wonderful app,5,2025-11-05,Dashen Bank,Google Play
"i love the app it features are perfect, but it asks to update too many times to activate your need to visit a nearest branch and that takes time. other than that the app is great I like it",5,2025-11-05,Dashen Bank,Google Play
its supper,5,2025-11-04,Dashen Bank,Google Play
it's so boring,1,2025-11-04,Dashen Bank,Google Play
Dashen Bank Super App is the latest version of online banking system that is the gift from Dashen bank for us Thanks to Dashen,5,2025-11-04,Dashen Bank,Google Play
"i rarely leave reviews, but this app truely deserves one.it's efficient ,secure , reliable and makes fanancial tasks effortless.definitely 5 stars for this exceptional app",5,2025-11-04,Dashen Bank,Google Play
it has improved very much lately its working more and getting better but yet it is not fully fixed some time at night it doesn't work..i think the problem is it was launched too early.,3,2025-11-04,Dashen Bank,Google Play
wow dashen bank,5,2025-11-03,Dashen Bank,Google Play
ብዙ ነጉር ይቀረዋል ወደ አፑ ስገባ በጣም ይዘገያል ባጭሩ ቀርፋፋ ነው,4,2025-11-02,Dashen Bank,Google Play
"I just updated my app to the latest version and I couldn't even see my balance, send money or do anything. It says service is unavailable and it will be fixed soon.",5,2025-11-01,Dashen Bank,Google Play
it's too slow,1,2025-11-01,Dashen Bank,Google Play
"Before the recent update, this app was great. Now, the home page is cluttered with promotions and banners, which really hurts the experience. I think the app stopped being banking app and started only to promote b/c 95% of the app is only ads, also full of bugs",1,2025-11-01,Dashen Bank,Google Play
"This might be the worst banking app I've ever used I dont know why kind of bug it is but suddenly the apps stops working it says ""Temporarily unavailable"" for a simple feature like viewing account balance and in person visit was no help it took them longer than 2 hours to fix it and even after that 2 weeks later the same problem just because of this I'm going to stop using the bank altogether which is a shame because it's a decent bank",1,2025-11-01,Dashen Bank,Google Play
app is too slow not opening fast,1,2025-10-31,Dashen Bank,Google Play
"it's seems to have some improvements, I don't know what's going on with this app sometimes get collapseed. This is not expected from Dashen bank, which is amongst from famous and greatest banks.",1,2025-10-30,Dashen Bank,Google Play
very nise good,5,2025-10-30,Dashen Bank,Google Play
what your emplyees tell as about the app when they came to our store and what actually the app is different,1,2025-10-30,Dashen Bank,Google Play
Excellent promotion,5,2025-10-30,Dashen Bank,Google Play
viry good,5,2025-10-29,Dashen Bank,Google Play
"Dashen Bank Super App is incredibly convenient! Easy to use, fast, and reliable – a great app to manage everything in one place.",5,2025-10-29,Dashen Bank,Google Play
it is the worst app ever istg 🤮🤮🤮,1,2025-10-29,Dashen Bank,Google Play
"Dashen Super App is a game-changer with its sleek, user-friendly interface. Lightning-fast responses and seamless navigation make every task a breeze. Love the organized layout and clear features that save time daily. Fantastic work—highly recommended for effortless banking!",5,2025-10-28,Dashen Bank,Google Play
"The design is clean and modern, and everything works smoothly without bugs. I love how reliable the app is it makes banking so convenient.",5,2025-10-28,Dashen Bank,Google Play
"A true banking super app! The Dashen Super App combines great design, security, and an impressive range of features. Highly recommended for anyone looking for a complete digital banking experience.",5,2025-10-28,Dashen Bank,Google Play
"​I appreciate that this app allowed me to access multiple services in one centralized place. Thank you, Dashen Bank!",5,2025-10-28,Dashen Bank,Google Play
"This app makes my day-to-day payments so easy. Everything works perfectly, and it saves me a lot of time.",5,2025-10-28,Dashen Bank,Google Play
It’s impressive how consistently the app is improving. I’ve been using it for months and they have improved a lot in terms of not only beauty but also performance wise.,5,2025-10-28,Dashen Bank,Google Play
This app has replaced several others for me. It has everything I need in one place.,5,2025-10-28,Dashen Bank,Google Play
"The app has evolved impressively over time. The latest release adds dark and light modes that enhance usability and design. It’s intuitive, modern, and clearly built with the user in mind — setting a new benchmark for digital banking.",5,2025-10-28,Dashen Bank,Google Play
"Dashen superapp just keeps improving. The new theme options are beautiful, and the overall experience is faster and smoother than ever",5,2025-10-28,Dashen Bank,Google Play
I have been using this app for months and its easy to use and is user friendly thanks Dashen bank.,5,2025-10-28,Dashen Bank,Google Play
"Finally, banking made simple! Everything I need is in one super app. A true game changer for managing my finances on the go.",5,2025-10-28,Dashen Bank,Google Play
"I’ve been using the the App, and it’s been working really well for my daily transactions. Good work 👌",5,2025-10-28,Dashen Bank,Google Play
"I appreciate how secure this app feels. Every transaction comes with confirmation, and I always get alerts immediately.",5,2025-10-28,Dashen Bank,Google Play
I love the new dark theme it gives the app modern feel n make it more comfortable to use,5,2025-10-28,Dashen Bank,Google Play
"This is amazing app, as it name ,truly supper.",5,2025-10-28,Dashen Bank,Google Play
This is one of the most user friendly and impressive apps I have encountered in the banking sector,5,2025-10-28,Dashen Bank,Google Play
"Amazing UI and UX, the dark mode looks absolutely awesome!",5,2025-10-28,Dashen Bank,Google Play
The updated design looks amazing. I really appreciate being able to switch between dark and light mode it’s a small change that makes a big difference!,5,2025-10-28,Dashen Bank,Google Play
Astonishing interface with ease of access and complete performance,5,2025-10-28,Dashen Bank,Google Play
"I rarely leave reviews, but this app truly deserves one. It’s efficient, secure, and makes financial tasks effortless. Definitely a 5-star experience",5,2025-10-28,Dashen Bank,Google Play
stunning UI with reliable service!,5,2025-10-28,Dashen Bank,Google Play
"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",5,2025-10-27,Dashen Bank,Google Play
"The UI is impressive, but adding an ATM withdrawal feature for cardless cash access would enhance functionality. This may require updates to the ATM system as well. Please consider this, dev team.",4,2025-10-22,Dashen Bank,Google Play
convinent,5,2025-10-22,Dashen Bank,Google Play
it is Excellent April jest continue more abeaten.....,4,2025-10-19,Dashen Bank,Google Play
abdrug bentahuuuu,3,2025-10-17,Dashen Bank,Google Play
"Dashen SuperApp is the worst app for me because it consistently fails during transfers. When I try to send money, the transaction freezes for extended periods—sometimes a full day, and often two or three days or more. Crucially, the funds are neither delivered to the recipient nor immediately refunded to my account, which is incredibly frustrating and makes me feel like I've lost my money. The app urgently needs a technical update to ensure transactions process smoothly and reliably.",1,2025-10-14,Dashen Bank,Google Play
Best application,5,2025-10-14,Dashen Bank,Google Play
easy,5,2025-10-14,Dashen Bank,Google Play
lmo,5,2025-10-13,Dashen Bank,Google Play
meseret birara,5,2025-10-12,Dashen Bank,Google Play
it doesn't let me open my account,1,2025-10-12,Dashen Bank,Google Play
it is the best,5,2025-10-11,Dashen Bank,Google Play
nice and best,5,2025-10-10,Dashen Bank,Google Play
Finish the app development fully before you give the final result. It's is very inconvenient and not that reliable at the moment.,1,2025-10-08,Dashen Bank,Google Play
hayelu Beranu Bashre,5,2025-10-07,Dashen Bank,Google Play
👎👎👎👎👎👎👎👎 connection not fast,5,2025-10-07,Dashen Bank,Google Play
"@Shewangizaw L. As a heavy user of the app , the issue you raised around resetting pass pin concerned me and gave it a try and found it to be safe. Basically the app will do two things: verifies one using an otp and then requires an in-person visit to bank's physical branch for final verification after resetting the password. Therefore, safe to use! I wish ""i""nformational tip was added around the reset button. Could not attach screenshot.",4,2025-10-06,Dashen Bank,Google Play
for dashen bankk it is best app so why your bank onlyu one one app for mobile banking that means superr app,5,2025-10-05,Dashen Bank,Google Play
tadesa melka tulluu,1,2025-10-04,Dashen Bank,Google Play
I can't open virtual account.I have been trying it for about 3 days still no resolve.,2,2025-10-04,Dashen Bank,Google Play
App is passive when compare to Amole it takes 3-5 seconds to open and i cannot refresh transactions what i did.,1,2025-10-03,Dashen Bank,Google Play
withdraw,1,2025-10-02,Dashen Bank,Google Play
It takes gazillion years to open 😶,3,2025-10-02,Dashen Bank,Google Play
this app is outstanding,5,2025-10-01,Dashen Bank,Google Play
totally bad,1,2025-10-01,Dashen Bank,Google Play
I really appreciate but we can't use it if don't have balance or data access,2,2025-10-01,Dashen Bank,Google Play
ሙነጃት አብድላ ሸረፍ,2,2025-09-30,Dashen Bank,Google Play
it fast service,5,2025-09-29,Dashen Bank,Google Play
"Good improvements after the Sep 25, 2025 update.",4,2025-09-29,Dashen Bank,Google Play
I have one issue though what if the mobile phone with the sim is stolen and have no pattern or pin. The app allows to reset the pin directly without 2FA like finger print just by sending sms. which is a big gap. It should be addressed I didn't expect but it does and no trust at all.,1,2025-09-28,Dashen Bank,Google Play
I love it 👍,5,2025-09-28,Dashen Bank,Google Play
gooe,5,2025-09-28,Dashen Bank,Google Play
Dashen super app is the best all ethiopian banks keep it,5,2025-09-27,Dashen Bank,Google Play
App That makes cashless society in our century and Easy to use.,5,2025-09-27,Dashen Bank,Google Play
tadass,1,2025-09-27,Dashen Bank,Google Play
ሙሃጂራ,1,2025-09-27,Dashen Bank,Google Play
It is an amazing app and all in one,5,2025-09-27,Dashen Bank,Google Play
i dont like it,1,2025-09-27,Dashen Bank,Google Play
Dashen is the Future,5,2025-09-27,Dashen Bank,Google Play
the best version in 🇪🇹,5,2025-09-27,Dashen Bank,Google Play
"its amazing app, visually stunning",5,2025-09-26,Dashen Bank,Google Play
"Updates every time 🥲, when it's updated, it doesn't work at all. 😭",1,2025-09-26,Dashen Bank,Google Play
the best app from other dashen is unique its fast app ever i had in my life,5,2025-09-26,Dashen Bank,Google Play
I love the new user interface,5,2025-09-26,Dashen Bank,Google Play
"Appreciated, Always one step ahead!",5,2025-09-26,Dashen Bank,Google Play
👌👌,5,2025-09-26,Dashen Bank,Google Play
The app stops working whenever there is an update unless you update the app. But it is better if it kept working on and updating should be optional.,3,2025-09-26,Dashen Bank,Google Play
"This is the first time i have experienced this much cool app out of all the other mobile banking platforms, im genuinely happy to see this kind of app here, tnx",5,2025-09-26,Dashen Bank,Google Play
it can't do without data or wifi,1,2025-09-26,Dashen Bank,Google Play
"The best UI banking app from all those I used, other Ethiopian banks I used have a really old UI. This is very neat and easy to use. Also so reliable.",5,2025-09-26,Dashen Bank,Google Play
So nice !,5,2025-09-26,Dashen Bank,Google Play
What's the problem with this app's that asking for updates on a daily basis?,1,2025-09-25,Dashen Bank,Google Play
"Wow, I really loved the new UI/UX! Great job, Dashen Bank! You guys are the best mobile banking in Ethiopia.",5,2025-09-25,Dashen Bank,Google Play
excellent UI improvement 💯💯,5,2025-09-24,Dashen Bank,Google Play
one of the best app in Ethiopia .,5,2025-09-24,Dashen Bank,Google Play
The worst app. It needs updating everyday. Ouch 🤕,1,2025-09-19,Dashen Bank,Google Play
safe and secure,3,2025-09-18,Dashen Bank,Google Play
በጣም ምቹ ነው,4,2025-09-15,Dashen Bank,Google Play
"is not working right now with snmsung galaxy f15, please help me",1,2025-09-14,Dashen Bank,Google Play
Your staffs are really hardworking but the app is not like your employees,3,2025-09-12,Dashen Bank,Google Play
ዳሺባክ,5,2025-09-11,Dashen Bank,Google Play
total,5,2025-09-11,Dashen Bank,Google Play
zero sezzs55sየየወደሠራዊቱ ደየእያቻቻሉ ሐየየመንደ ደም የሰው የየመን የሰው ።ደም ሐማሚጀየየ,5,2025-09-09,Dashen Bank,Google Play
not werke,2,2025-09-08,Dashen Bank,Google Play
what happened to dashen bank? this is by far the worst banking app. extremely slow when it works and is out of service all the time,1,2025-09-08,Dashen Bank,Google Play
simple and easy to use,5,2025-09-08,Dashen Bank,Google Play
meke,4,2025-09-07,Dashen Bank,Google Play
"not a great app compared to the others ,It freezes randomly ,Takes a lot to load ,and a lot of errors while sending money ,I stopped using it",1,2025-09-07,Dashen Bank,Google Play
bad specialy at weekends,1,2025-09-07,Dashen Bank,Google Play
"I am very disappointed with the Dashin Bank Super App. The app does not allow me to withdraw 50 birr or can't transfer money and even I can't use it to buy airtime. This makes me feel like my 50 birr is no longer my money, but the bank’s money, since I cannot access or use it freely. According to the National Bank of Ethiopia (NBE), the rule is that 100 birr is not withdrawable, but it can be used to buy airtime or transferred to friends. Dashin Bank’s restriction goes beyond this rule and unfa",1,2025-09-06,Dashen Bank,Google Play
It is good apps but it needs strong network,5,2025-09-06,Dashen Bank,Google Play
very slow,3,2025-09-06,Dashen Bank,Google Play
The app doesn't allow to switch between accounts. Why is it not possible to use two accounts on the same app even if the accounts have been opened at different branch?,2,2025-09-06,Dashen Bank,Google Play
lacag inaad amaahisan somalida maxaad ku diiden,5,2025-09-05,Dashen Bank,Google Play
Dashin mobile banking is become worest app like others Ethiopian bank apps. Amole was the best app ever I used. It was so flexible & reliable to use. and the best app user can login with new device without go to bank physically.,1,2025-09-05,Dashen Bank,Google Play
"The app has potential, but the QR payment feature is disappointing. The scanner doesn’t work, and even though there’s an option to select a QR code from the gallery, it doesn’t function either. This makes paying with QR codes almost impossible. Fixing this would really improve the app.",3,2025-09-04,Dashen Bank,Google Play
"very slow and failed transaction multiple times, previous app was much better!!",2,2025-09-04,Dashen Bank,Google Play
"""super Idiot app"" 1.it forced me to off many of my phone settings like developers option. 2.Never works fastly. 3.It needs multiple click. 4. Doesn't notify if received money & many many more *** The worst mobile app ever expanded***",1,2025-09-01,Dashen Bank,Google Play
dashin bank,5,2025-08-30,Dashen Bank,Google Play
muhaammad bakko,5,2025-08-30,Dashen Bank,Google Play
goog,5,2025-08-29,Dashen Bank,Google Play
un functional app,1,2025-08-29,Dashen Bank,Google Play
trnes far,5,2025-08-27,Dashen Bank,Google Play
shimalis,4,2025-08-25,Dashen Bank,Google Play
አሪፍ ነው ግን ደረሰኙ የተቀባይ አካውንት እና ስም አያሳይም ።,3,2025-08-24,Dashen Bank,Google Play
excellent mobile banking digital,5,2025-08-24,Dashen Bank,Google Play
"Excellent, and it's truly a super app!",5,2025-08-24,Dashen Bank,Google Play
can't access as will if it's super and can't even access the service when you need it's a big failure,1,2025-08-22,Dashen Bank,Google Play
seche,1,2025-08-22,Dashen Bank,Google Play
very fast bank,5,2025-08-22,Dashen Bank,Google Play
good and well,5,2025-08-22,Dashen Bank,Google Play
what a bank it is,5,2025-08-22,Dashen Bank,Google Play
Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,2,2025-08-21,Dashen Bank,Google Play
nic,5,2025-08-20,Dashen Bank,Google Play
easy to use and the best one,5,2025-08-17,Dashen Bank,Google Play
it is totally work of failure. I personally prefer dashen amole instead of this super dull app.,1,2025-08-16,Dashen Bank,Google Play
very good app,5,2025-08-16,Dashen Bank,Google Play
The worst banking app in Ethiopia. It forces you to change your PIN every three months.,1,2025-08-16,Dashen Bank,Google Play
አሪፍ,5,2025-08-15,Dashen Bank,Google Play
best but USSD is necessary,5,2025-08-15,Dashen Bank,Google Play
"one step forward, Ethiopian bank and e commerce industry",5,2025-08-15,Dashen Bank,Google Play
still it's essay for user,4,2025-08-15,Dashen Bank,Google Play
"Great app, unfortunately I struggle to use it from outside Ethiopia. It tells me ""VPN enabled please disable VPN to continue using the app"". And that's happening without any VPN enabled. I think I will need to switch back to CBE because I need access to my bank account globally.",1,2025-08-15,Dashen Bank,Google Play
"It was easy enough before. but now it won't even open , why? pls help if possible. The email address you provided under the App support also can't be found by Gmail. pls respond.",3,2025-08-14,Dashen Bank,Google Play
certains functions ne marchent pas,3,2026-05-13,Bank of Abyssinia,Google Play
toh Masha Allah,5,2026-04-23,Bank of Abyssinia,Google Play
please update your app since this last one I can't see my loans in the app and cannot do simulation,3,2026-04-13,Bank of Abyssinia,Google Play
the App is very very cool and understandable,5,2026-04-02,Bank of Abyssinia,Google Play
help full,5,2026-02-21,Bank of Abyssinia,Google Play
"I have a problem signing this app now. It said that I have reached the number of devices that use my boa account... Or I""m using many phone because sometimes I buy phone and then sell it after. So please could you solve it, I need to use my boa app on my new phone.",1,2026-02-17,Bank of Abyssinia,Google Play
very good App,5,2025-12-06,Bank of Abyssinia,Google Play
veuillez aussi ajouter des avantages comme acheter unités ou un service de transfert d'argent secondaire comme la rawbank l'a déjà fait avec illico,3,2025-12-01,Bank of Abyssinia,Google Play
Bonsoir BOA je suis Mouhamadou KASSIM. J'ai un compte à vie banque et j'aimerais qu'il soit relié à mon numéro momo pour que je puisse envoyer de l'argent de mon compte momo à mon compte bancaire. Mais je ne suis pas actuellement au Bénin . Comment vais-je faire,3,2025-11-25,Bank of Abyssinia,Google Play
so good with online services,5,2025-11-22,Bank of Abyssinia,Google Play
International transfer is difficult to access,3,2025-11-05,Bank of Abyssinia,Google Play
Bon,5,2025-10-30,Bank of Abyssinia,Google Play
Hello. je pense que vous devriez faire une mise à jour de l'appli. il ya des nouvelles versions d'Android avec laquelle l'appli ne marche plus. elle tourne et ne s'ouvre pas. Merci,3,2025-10-28,Bank of Abyssinia,Google Play
It doesn't bring back the message after sending money,3,2025-10-21,Bank of Abyssinia,Google Play
good appli,5,2025-10-13,Bank of Abyssinia,Google Play
Genial,5,2025-10-09,Bank of Abyssinia,Google Play
"Issue fixed: updating the review from 2 to 4. There is a mismatch between account numbers displayed all over the app (they are incorrect, they are in fact old account numbers which were changed by the bank a while ago) and the account numbers in the RIB (Bank Details) under the ACCOUNTS SECTION (correct ones per the bank). I can't transfer straight between my accounts. I had twice to create beneficiaries with the correct account numbers. It is very unpleasant, bothersome. Please fix it.",4,2025-08-24,Bank of Abyssinia,Google Play
Thank you for maintaining such exceptional service standards,5,2025-08-19,Bank of Abyssinia,Google Play
Why can't we use Authenticator to get the codes for anything? Phone numbers are useless if you are out of the country since you can't get any codes. I will come back and change this review once you make that change.,1,2025-05-19,Bank of Abyssinia,Google Play
HS parfois,3,2025-05-16,Bank of Abyssinia,Google Play
awesome,5,2025-05-01,Bank of Abyssinia,Google Play
"Since March 2018 Up To Now, I am So Happy To Deal With It And Feeling Proud Be One Of His Client Because It The Best Trusted And Cooperative Bank in the World Ever.",5,2025-04-22,Bank of Abyssinia,Google Play
"je si possible lier le compte avec mon numéro. et à chaque mouvement, je puisse recevoir de messages. activez également la transaction flooz money et Mix by Yas",5,2025-04-20,Bank of Abyssinia,Google Play
"l'application est très pratique, je l'utilise au quotidien.",5,2025-04-15,Bank of Abyssinia,Google Play
superb,5,2025-03-12,Bank of Abyssinia,Google Play
would be better if it was possible to handle money between this account and Mixx/Flooz,4,2025-03-05,Bank of Abyssinia,Google Play
facile et Rapide,3,2025-02-28,Bank of Abyssinia,Google Play
Am rating but it again needs a person to go upto their banks,5,2025-02-16,Bank of Abyssinia,Google Play
formidable,5,2025-01-28,Bank of Abyssinia,Google Play
❤️,5,2025-01-11,Bank of Abyssinia,Google Play
Evry good,5,2024-12-31,Bank of Abyssinia,Google Play
Les opérations de virement dans l'application ne sont pas validées. Le statut reste initié sans aboutir au virement sans raison,3,2024-12-27,Bank of Abyssinia,Google Play
Very successful App love 😘 BOA,5,2024-12-14,Bank of Abyssinia,Google Play
S®M®M PROPERTIE✓MANAGEMENT REAL ESTATE COMPANY 99%,5,2024-12-06,Bank of Abyssinia,Google Play
It's very helpful and easy to use wherever you are,5,2024-10-15,Bank of Abyssinia,Google Play
Superbe App,5,2024-10-06,Bank of Abyssinia,Google Play
Moins utiles.,2,2024-09-28,Bank of Abyssinia,Google Play
I'm satisfied,5,2024-09-25,Bank of Abyssinia,Google Play
Trop de dysfonctionnement,2,2024-09-21,Bank of Abyssinia,Google Play
L'option de transfert vers les mobile money n'est plus disponible? L'appli était vraiment complète,4,2024-09-17,Bank of Abyssinia,Google Play
"Love the app but hate how the balance and transactions are not updated in real-time but rather days after. For example when I make online transactions, the balance changes but taxes and additional fees are charged days after the transaction. I find that very inconvenient. I think that the UI could use a little overhaul too.",3,2024-09-04,Bank of Abyssinia,Google Play
Zomahoun akim,5,2024-08-15,Bank of Abyssinia,Google Play
BOA is very reliable as a Bank. This app is so easy to handle for everyday life.,5,2024-08-07,Bank of Abyssinia,Google Play
apps bugs every time,1,2024-07-25,Bank of Abyssinia,Google Play
Perfect,5,2024-06-23,Bank of Abyssinia,Google Play
On ne peut plus se reconnecter à l'application dès qu'on quitte,2,2024-06-04,Bank of Abyssinia,Google Play
"Félicitations pour cette superbe app, très utile et facile à utiliser. Mais l'affiche du RIB n'est vraiment pas bonne. Les différents champs se chevauchent, on ne peut pas lire clairement certains champs et on ne peut pas l'enregistrer sous forme pdf. Contrairement à la version web qui elle est bien faite, disposée, lisible. Veuillez revoir le RIB sur la version mobile svp.",3,2024-05-09,Bank of Abyssinia,Google Play
"Rapide et très efficace pour la gérance de compte, virement ou vérification de solde. Satisfaite du service.",5,2024-05-08,Bank of Abyssinia,Google Play
"Lorsque quelqu'un me fait un virement, je ne reçois pas d'historique et de notification disant que tel personne m'a envoyer un virement. C'est assez problématique",2,2024-04-24,Bank of Abyssinia,Google Play
Jusqu'ici ça me va,4,2024-03-17,Bank of Abyssinia,Google Play
excellente,5,2024-03-05,Bank of Abyssinia,Google Play
it took me 2 days to finally complete the transaction,1,2024-02-29,Bank of Abyssinia,Google Play
je n'arrive pas à faire transfert de mon compte vers mon mobile money,4,2024-01-26,Bank of Abyssinia,Google Play
"Depuis un certain temps, il est quasi impossible d'ouvrir l'application.",1,2024-01-03,Bank of Abyssinia,Google Play
Very operational and helpful,4,2024-01-02,Bank of Abyssinia,Google Play
Je ne peux pas m'inscrire sur l'appli mobile car le code de validation par sms n'arrive jamais ce qui conduit au blocage de mon compte. Un problème au niveau d'un des backend API ou autre ? Mais veuillez corriger le problème au plus vite car c'est boquant au point de vouloir changer de banque! Les eventuels bugs qui pourrait surgir lors de l'utilisation de l'appli me sont encore inconnus...,1,2023-12-27,Bank of Abyssinia,Google Play
innovant,4,2023-12-15,Bank of Abyssinia,Google Play
does not post the transaction on the spot,1,2023-11-18,Bank of Abyssinia,Google Play
"The App does not show your balance after each operation and only displays information from the past 6 months. You cannot go back and see your transaction in the past year or years. Sometimes, this App still has some failures. I experienced this 3 times over the past 6 months.",2,2023-11-12,Bank of Abyssinia,Google Play
my bank,5,2023-10-03,Bank of Abyssinia,Google Play
very Useful. i do really enjoy its simplicity!!! 👍👍👍,5,2023-09-29,Bank of Abyssinia,Google Play
Très bonne application. vraiment satisfait,5,2023-09-11,Bank of Abyssinia,Google Play
How do i sign in,3,2023-09-05,Bank of Abyssinia,Google Play
02 02/08/2023 Pretscolaire,1,2023-08-15,Bank of Abyssinia,Google Play
assez-bien,3,2023-07-31,Bank of Abyssinia,Google Play
simple et directif,5,2023-07-27,Bank of Abyssinia,Google Play
"Terrible app. So difficult to register and login, account was blocked for some reason, zero customer support, no one knows how to fix the problem. Before you decide to make your life extremely difficult, just go to another bank.",1,2023-07-13,Bank of Abyssinia,Google Play
beaucoup de bug. très insatisfaite,2,2023-06-08,Bank of Abyssinia,Google Play
Not working in my country BURUNDI,2,2023-06-05,Bank of Abyssinia,Google Play
"L'application pourrait être très pratique mais encore parsemée de bugs et d'erreur, même se connecter est un calvaire.",2,2023-05-26,Bank of Abyssinia,Google Play
"Virements compte à compte ne passent pas sur l'app mobile, seulement sur boa web",3,2023-05-17,Bank of Abyssinia,Google Play
"Jusque là, RAS. Très simple à utiliser.",5,2023-05-15,Bank of Abyssinia,Google Play
Not goodas I like it,2,2023-05-15,Bank of Abyssinia,Google Play
Cette nouvelle version est fantastique. Rien à avoir avec l'autre !!!,5,2023-05-15,Bank of Abyssinia,Google Play
good. reste à mettre en place dlla visualisation des prêts et différents produits souscrits.,5,2023-05-12,Bank of Abyssinia,Google Play
"Just amazing, full of trust.",5,2023-05-08,Bank of Abyssinia,Google Play
The app is perfectly working. I rate the App. 5stars.,5,2023-05-08,Bank of Abyssinia,Google Play
"Banque à distance, mais défilés en agence. Pourtant vous ne couvrez pas tout le territoire ivoirien. Alors c'est foutu si je me trouve hors d'Abidjan ou des grandes villes... Alors je donne quatre étoiles pour les coûts bas, mais rien pour la mobilité!!!",4,2023-04-28,Bank of Abyssinia,Google Play
Je donne 3 étoiles... Je ne peux voir les mouvements sur mon compte a part les retraits effectués au GAB. Je crois qu'on devait retracer tout ce qui est comme mouvement sur le compte dans l'application !,3,2023-04-15,Bank of Abyssinia,Google Play
Please 🙏 work on my internet because I can't withdraw or bank.,5,2023-04-04,Bank of Abyssinia,Google Play
J'ai expérimenté au pays et même à l'étranger. C'est vraiment efficace.,3,2023-04-03,Bank of Abyssinia,Google Play
"Je souhaiterai que vous y ajoutez les transactions via les réseaux mobiles comme Mobile Money, Moov Money ou encore Celtiis cash, histoire de faciliter davantage la vie aux utilisateurs",4,2023-04-03,Bank of Abyssinia,Google Play
So cool..keep it up,5,2023-03-30,Bank of Abyssinia,Google Play
very nice and very much practicing.BOA application is very welcome for my banking operations.Nice!,5,2023-03-28,Bank of Abyssinia,Google Play
Really luck to join this apk,4,2023-02-28,Bank of Abyssinia,Google Play
Very useful,5,2023-02-28,Bank of Abyssinia,Google Play
je n'arrive pas à faire de transaction de mon compte épargne à mon compte courant . si non à part ça rien à signaler,4,2023-02-18,Bank of Abyssinia,Google Play
It make the banking easier.,5,2023-02-15,Bank of Abyssinia,Google Play
Satisfait,5,2023-02-02,Bank of Abyssinia,Google Play
Vraiment suis déçu par cette application toujours la même chose quand j'essaie d'accéder a l'application on me dit que l'utilisateur est introuvable et quand je décide de vous contacter par mail en vain pas de feedback vraiment désolant 😔😔😔😔,1,2023-01-19,Bank of Abyssinia,Google Play
vraiment Cool,4,2023-01-12,Bank of Abyssinia,Google Play
